Orthogroup	c_briggsae.AF16.prot	c_briggsae.QX1410.prot	c_elegans.prot	c_nigoni.prot
OG0019133	Transcript_CBG31372.1	transcript_QX1410.3856.1		Cnig_chr_V.g20771
OG0019134	Transcript_CBG04797.1	transcript_QX1410.3854.1		Cnig_chr_V.g20772
OG0019135	Transcript_CBG27244.1	transcript_QX1410.3851.1		Cnig_chr_V.g20776
OG0019136	Transcript_CBG27245.1	transcript_QX1410.3849.1		Cnig_chr_V.g20778
OG0019137	Transcript_CBG04808.1	transcript_QX1410.3846.1		Cnig_chr_V.g20782
OG0019138	Transcript_CBG31375.1	transcript_QX1410.3845.1		Cnig_chr_V.g20784
OG0019139	Transcript_CBG04809.1	transcript_QX1410.3844.1		Cnig_chr_V.g20785
OG0019140	Transcript_CBG04816.1	transcript_QX1410.3836.1		Cnig_chr_V.g20791
OG0019141	Transcript_CBG04848.1	transcript_QX1410.3807.1		Cnig_chr_V.g20838
OG0019142	Transcript_CBG27251.1	transcript_QX1410.3806.1		Cnig_chr_V.g20840
OG0019143	Transcript_CBG04857.1, Transcript_CBG04880.1	transcript_QX1410.3995.1		
OG0019144	Transcript_CBG04908.1	transcript_QX1410.4023.1		Cnig_chr_V.g20890
OG0019145	Transcript_CBG04914.1	transcript_QX1410.4034.1		Cnig_chr_V.g20903
OG0019146	Transcript_CBG27257.1	transcript_QX1410.4036.1		Cnig_chr_V.g20904
OG0019147	Transcript_CBG27259.1	transcript_QX1410.4041.1		Cnig_chr_V.g20906
OG0019148	Transcript_CBG27262.1	transcript_QX1410.4061.1, transcript_QX1410.4061.2		
OG0019149	Transcript_CBG04950.1	transcript_QX1410.4062.1		Cnig_chr_V.g20932
OG0019150	Transcript_CBG04951.1	transcript_QX1410.4063.1		Cnig_chr_V.g20933
OG0019151	Transcript_CBG27263.1	transcript_QX1410.4071.1, transcript_QX1410.4071.2		
OG0019152	Transcript_CBG04962.1			Cnig_chr_V.g20959.1, Cnig_chr_V.g20959.2
OG0019153	Transcript_CBG30556.1	transcript_QX1410.4084.1		Cnig_chr_V.g20974
OG0019154	Transcript_CBG04991.1		Transcript_W06G6.3.1	Cni-srd-21
OG0019155	Transcript_CBG05000.1	transcript_QX1410.4101.1		Cnig_chr_V.g21005
OG0019156	Transcript_CBG22605.1	transcript_QX1410.4106.1		Cnig_chr_V.g21015
OG0019157	Transcript_CBG22606a.1, Transcript_CBG22606b.1			Cnig_chr_V.g21016
OG0019158	Transcript_CBG30652.1	transcript_QX1410.19021.1, transcript_QX1410.4114.1		
OG0019159	Transcript_CBG22614.1	transcript_QX1410.4115.1		Cnig_chr_V.g21023
OG0019160	Transcript_CBG22615.1	transcript_QX1410.4117.1		Cnig_chr_V.g21024
OG0019161	Transcript_CBG22616.1	transcript_QX1410.4118.1		Cnig_chr_V.g21029
OG0019162	Transcript_CBG22625.1	transcript_QX1410.4128.1		Cnig_chr_V.g21043
OG0019163	Transcript_CBG22626.1	transcript_QX1410.4130.1		Cnig_chr_V.g21045
OG0019164	Transcript_CBG27276.1	transcript_QX1410.4131.1		Cnig_chr_V.g21048
OG0019165	Transcript_CBG22632.1	transcript_QX1410.4137.1		Cnig_chr_V.g21053
OG0019166	Transcript_CBG22647.1	transcript_QX1410.4152.1	Transcript_T10C6.4.1	
OG0019167	Transcript_CBG22657.1	transcript_QX1410.4164.1		nigoni.pc_2016.07.11_013.g27755
OG0019168	Transcript_CBG27272.1	transcript_QX1410.4181.1		nigoni.pc_2016.07.11_013.g27763
OG0019169	Transcript_CBG27271.1	transcript_QX1410.4187.1		nigoni.pc_2016.07.11_013.g27766
OG0019170	Transcript_CBG17086.1			nigoni.pc_2016.07.11_013.g27770.1, nigoni.pc_2016.07.11_013.g27770.2
OG0019171	Transcript_CBG31307.1	transcript_QX1410.4197.1		nigoni.pc_2016.07.11_013.g27774
OG0019172	Transcript_CBG17090.1	transcript_QX1410.4200.1		nigoni.pc_2016.07.11_013.g27777
OG0019173	Transcript_CBG17101.1	transcript_QX1410.4212.1, transcript_QX1410.4212.2		
OG0019174	Transcript_CBG30685.1	transcript_QX1410.4217.1	Transcript_T25E12.16.1	
OG0019175	Transcript_CBG23898.1	transcript_QX1410.4233.1		nigoni.pc_2016.07.11_013.g27839
OG0019176	Transcript_CBG24096.1	transcript_QX1410.4242.1, transcript_QX1410.4242.2		
OG0019177	Transcript_CBG24098.1	transcript_QX1410.4246.1		Cnig_chr_V.g21099
OG0019178	Transcript_CBG23981.1	transcript_QX1410.4267.1		Cnig_chr_V.g21149
OG0019179	Transcript_CBG23982.1	transcript_QX1410.4266.1		Cnig_chr_V.g21142
OG0019180	Transcript_CBG23983.1	transcript_QX1410.4265.1		Cnig_chr_V.g21139
OG0019181	Transcript_CBG26729.1	transcript_QX1410.4283.1		Cnig_chr_V.g21210
OG0019182	Transcript_CBG26731.1	transcript_QX1410.4284.1		Cnig_chr_V.g21212
OG0019183	Transcript_CBG24662.1	transcript_QX1410.4291.1		Cnig_chr_V.g21227
OG0019184	Transcript_CBG24404.1	transcript_QX1410.4315.1		Cnig_chr_V.g21282
OG0019185	Transcript_CBG27300.1	transcript_QX1410.4368.1		Cnig_chr_V.g21357
OG0019186	Transcript_CBG27295.1	transcript_QX1410.4373.1		Cnig_chr_V.g21362
OG0019187	Transcript_CBG27294.1	transcript_QX1410.4374.1		Cnig_chr_V.g21363
OG0019188	Transcript_CBG22881.1	transcript_QX1410.4388.1		Cnig_chr_V.g21392
OG0019189	Transcript_CBG22856.1	transcript_QX1410.4399.1		Cnig_chr_V.g21403
OG0019190	Transcript_CBG22838.1			Cnig_chr_V.g21423.1, Cnig_chr_V.g21423.2
OG0019191	Transcript_CBG22830.1	transcript_QX1410.4417.1		Cnig_chr_V.g21667
OG0019192	Transcript_CBG22828.1	transcript_QX1410.4418.1		Cnig_chr_V.g21668
OG0019193	Transcript_CBG22820.1	transcript_QX1410.4441.1		Cnig_chr_V.g21489
OG0019194	Transcript_CBG18668.1	transcript_QX1410.4464.2, transcript_QX1410.4464.3		
OG0019195	Transcript_CBG18652.1	transcript_QX1410.4479.1		nigoni.pc_2016.07.11_007.g26791
OG0019196	Transcript_CBG18618.1		Transcript_C55A1.1.1, Transcript_Y102A5C.28.1	
OG0019197	Transcript_CBG31316.1	transcript_QX1410.4502.1		nigoni.pc_2016.07.11_007.g26826
OG0019198	Transcript_CBG31317.1	transcript_QX1410.4537.1		nigoni.pc_2016.07.11_007.g26877
OG0019199	Transcript_CBG17806.1	transcript_QX1410.4566.1		nigoni.pc_2016.07.11_007.g27075
OG0019200	Transcript_CBG17844.1	transcript_QX1410.4589.1, transcript_QX1410.5282.1		
OG0019201	Transcript_CBG17854.1	transcript_QX1410.4598.1	Transcript_B0462.4.1	
OG0019202	Transcript_CBG30673.1	transcript_QX1410.4627.1		Cnig_chr_V.g21652.1
OG0019203	Transcript_CBG20317.1	transcript_QX1410.4679.1		Cnig_chr_V.g21683
OG0019204	Transcript_CBG20326a.1	transcript_QX1410.4686.2	Transcript_Y39B6A.19a.1	
OG0019205	Transcript_CBG20332.1	transcript_QX1410.4689.1		Cnig_chr_V.g21706
OG0019206	Transcript_CBG24634.1	transcript_QX1410.4719.1		Cnig_chr_V.g21736
OG0019207	Transcript_CBG27315.1	transcript_QX1410.4747.1		Cnig_chr_V.g21761
OG0019208	Transcript_CBG20706.1	transcript_QX1410.4783.1		Cnig_chr_V.g21806
OG0019209	Transcript_CBG20715.1	transcript_QX1410.4778.1	Transcript_Y69H2.17.1	
OG0019210	Transcript_CBG25668.1	transcript_QX1410.4773.1		Cnig_chr_V.g21792
OG0019211	Transcript_CBG25670.1	transcript_QX1410.4775.1		Cnig_chr_V.g21794
OG0019212	Transcript_CBG20722.1	transcript_QX1410.4772.1		Cnig_chr_V.g21791
OG0019213	Transcript_CBG20723.1	transcript_QX1410.4771.1		Cnig_chr_V.g21790
OG0019214	Transcript_CBG20724.1	transcript_QX1410.4770.1		Cnig_chr_V.g21789
OG0019215	Transcript_CBG20725.1	transcript_QX1410.4769.1		Cnig_chr_V.g21788
OG0019216	Transcript_CBG30572.1	transcript_QX1410.4768.1		Cnig_chr_V.g21787
OG0019217	Transcript_CBG20727.1	transcript_QX1410.4766.1		Cnig_chr_V.g21784
OG0019218	Transcript_CBG30623.1			Cnig_chr_IV.g15396.1, Cnig_chr_IV.g15396.2
OG0019219	Transcript_CBG27319.1	transcript_QX1410.4801.1		Cnig_chr_V.g21916
OG0019220	Transcript_CBG27320.1	transcript_QX1410.4813.1		Cnig_chr_V.g21927
OG0019221	Transcript_CBG05580.1	transcript_QX1410.4835.1		Cnig_chr_V.g21949
OG0019222	Transcript_CBG30576.1	transcript_QX1410.4850.1		Cnig_chr_V.g21970
OG0019223	Transcript_CBG27325.1	transcript_QX1410.4854.1		Cnig_chr_V.g21974
OG0019224	Transcript_CBG05603.1	transcript_QX1410.4856.1		Cnig_chr_V.g21975
OG0019225	Transcript_CBG31386.1	transcript_QX1410.4863.1		Cnig_chr_V.g21983
OG0019226	Transcript_CBG30627.1	transcript_QX1410.4867.1		Cni-F46B3.23
OG0019227	Transcript_CBG05646a.1	transcript_QX1410.4895.2	Transcript_Y59A8B.21a.1	
OG0019228	Transcript_CBG05679.1	transcript_QX1410.4924.1	Transcript_C47A10.4.1	
OG0019229	Transcript_CBG04144.1, Transcript_CBG08049.1			Cnig_chr_X.g22186.4
OG0019230	Transcript_CBG30693.1	transcript_QX1410.14743.1	Transcript_C44C1.6.1	
OG0019231	Transcript_CBG08116b.1	transcript_QX1410.14711.2, transcript_QX1410.14711.3		
OG0019232	Transcript_CBG16428.1	transcript_QX1410.14817.1	Transcript_F09E10.6.1	
OG0019233	Transcript_CBG16370.1	transcript_QX1410.14864.1		Cni-F01G12.1
OG0019234	Transcript_CBG16368a.1	transcript_QX1410.14865.2	Transcript_T24D11.1c.1	
OG0019235	Transcript_CBG16359.1	transcript_QX1410.14872.1		Cnig_chr_X.g22394
OG0019236	Transcript_CBG27403.1	transcript_QX1410.14890.1		Cnig_chr_X.g22415
OG0019237	Transcript_CBG27405.1			Cnig_chr_X.g22426.1, Cnig_chr_X.g22426.2
OG0019238	Transcript_CBG16319.1	transcript_QX1410.14902.1		Cnig_chr_X.g22427
OG0019239	Transcript_CBG27406.1	transcript_QX1410.14905.1		Cnig_chr_X.g22430
OG0019240	Transcript_CBG31085.1	transcript_QX1410.14906.1		Cnig_chr_X.g22431
OG0019241	Transcript_CBG27409.1	transcript_QX1410.14915.1		Cnig_chr_X.g22439
OG0019242	Transcript_CBG27410.1	transcript_QX1410.14916.1		Cnig_chr_X.g22440
OG0019243	Transcript_CBG30833.1	transcript_QX1410.14918.1		Cnig_chr_X.g22443
OG0019244	Transcript_CBG27412.1	transcript_QX1410.14920.1		Cnig_chr_X.g22445
OG0019245	Transcript_CBG27418.1	transcript_QX1410.14925.1		Cnig_chr_X.g22450
OG0019246	Transcript_CBG27419.1	transcript_QX1410.14926.1		Cnig_chr_X.g22452
OG0019247	Transcript_CBG16285.1	transcript_QX1410.14933.1		Cnig_chr_X.g22458
OG0019248	Transcript_CBG16284.1	transcript_QX1410.14934.1		Cnig_chr_X.g22459.1
OG0019249	Transcript_CBG16281.1	transcript_QX1410.14937.1		Cnig_chr_X.g22462
OG0019250	Transcript_CBG16280.1	transcript_QX1410.14938.1		Cnig_chr_X.g22463
OG0019251	Transcript_CBG16279.1	transcript_QX1410.14939.1		Cnig_chr_X.g22464
OG0019252	Transcript_CBG27422.1	transcript_QX1410.14940.1		Cnig_chr_X.g22467
OG0019253	Transcript_CBG16271.1	transcript_QX1410.14944.1		Cnig_chr_X.g22474
OG0019254	Transcript_CBG27424.1	transcript_QX1410.14953.1		Cnig_chr_X.g22484
OG0019255	Transcript_CBG27426.1	transcript_QX1410.14955.1		Cnig_chr_X.g22486
OG0019256	Transcript_CBG16251a.1	transcript_QX1410.14969.1	Transcript_F41G4.2b.1	
OG0019257	Transcript_CBG16245.1	transcript_QX1410.14975.1	Transcript_T01C8.3.1	
OG0019258	Transcript_CBG27430.1	transcript_QX1410.14978.1		Cnig_chr_X.g22507
OG0019259	Transcript_CBG27439.1	transcript_QX1410.15005.1		Cnig_chr_X.g22522
OG0019260	Transcript_CBG16225.1	transcript_QX1410.15007.1		Cnig_chr_X.g22526
OG0019261	Transcript_CBG16177.1	transcript_QX1410.15045.1		Cni-F18G5.5
OG0019262	Transcript_CBG16176.1	transcript_QX1410.15046.1	Transcript_B0416.2.1	
OG0019263	Transcript_CBG16172.1	transcript_QX1410.15050.1		Cnig_chr_X.g22567
OG0019264	Transcript_CBG27442.1	transcript_QX1410.15055.1		Cnig_chr_X.g22572
OG0019265	Transcript_CBG16165.1	transcript_QX1410.15057.1		Cnig_chr_X.g22574
OG0019266	Transcript_CBG27444.1	transcript_QX1410.15079.1		Cnig_chr_X.g22597
OG0019267	Transcript_CBG31512.1	transcript_QX1410.15125.1		nigoni.pc_2016.07.11_018.g28155
OG0019268	Transcript_CBG16073.1	transcript_QX1410.15148.1		Cnig_chr_X.g22677
OG0019269	Transcript_CBG16069.1	transcript_QX1410.15151.1		Cnig_chr_X.g22681
OG0019270	Transcript_CBG16046a.1	transcript_QX1410.15163.1	Transcript_F15G9.2.1	
OG0019271	Transcript_CBG27457.1	transcript_QX1410.15174.1	Transcript_F59F4.2.1	
OG0019272	Transcript_CBG15994.1	transcript_QX1410.15183.1	Transcript_F31B9.2.1	
OG0019273	Transcript_CBG31084.1	transcript_QX1410.15190.1		Cnig_chr_X.g22719
OG0019274	Transcript_CBG27463.1	transcript_QX1410.15204.1		Cnig_chr_X.g22738
OG0019275	Transcript_CBG27467.1	transcript_QX1410.15250.3		nigoni.pc_2016.07.11_053.g28924
OG0019276	Transcript_CBG15933.1	transcript_QX1410.15249.1	Transcript_C36E6.8.1	
OG0019277	Transcript_CBG27472.1	transcript_QX1410.15270.1		Cnig_chr_X.g22808
OG0019278	Transcript_CBG27473.1	transcript_QX1410.15272.1		Cnig_chr_X.g22813
OG0019279	Transcript_CBG01922.1	transcript_QX1410.15312.1		nigoni.pc_2016.07.11_027.g28617
OG0019280	Transcript_CBG01962.1, Transcript_CBG15478.1			Cnig_chr_IV.g14607
OG0019281	Transcript_CBG30708.1	transcript_QX1410.15369.1, transcript_QX1410.15369.2		
OG0019282	Transcript_CBG01988.1, Transcript_CBG01989.1	transcript_QX1410.15374.1		
OG0019283	Transcript_CBG30710.1	transcript_QX1410.15373.1		Cnig_chr_X.g22894
OG0019284	Transcript_CBG27487.1	transcript_QX1410.15375.1		Cnig_chr_X.g22893
OG0019285	Transcript_CBG01994.1	transcript_QX1410.15381.1		Cnig_chr_X.g22879
OG0019286	Transcript_CBG02000.1	transcript_QX1410.15387.1		Cnig_chr_X.g22869
OG0019287	Transcript_CBG02010.1	transcript_QX1410.15399.1		Cnig_chr_X.g23082
OG0019288	Transcript_CBG02035.1	transcript_QX1410.15420.1		Cnig_chr_X.g22991
OG0019289	Transcript_CBG27503.1	transcript_QX1410.15486.1		Cnig_chr_X.g23061
OG0019290	Transcript_CBG27504.1	transcript_QX1410.15487.1		Cnig_chr_X.g23062
OG0019291	Transcript_CBG27508.1	transcript_QX1410.15490.1		Cnig_chr_X.g23064
OG0019292	Transcript_CBG02127.1	transcript_QX1410.15491.1		Cni-ztf-14
OG0019293	Transcript_CBG30713.1, Transcript_CBG31349.1			nigoni.pc_2016.07.11_025.g28546
OG0019294	Transcript_CBG02188.1	transcript_QX1410.15548.1		Cnig_chr_X.g23104
OG0019295	Transcript_CBG30715.1	transcript_QX1410.15578.1		Cnig_chr_X.g23143.4
OG0019296	Transcript_CBG30717.1	transcript_QX1410.15606.1		Cnig_chr_X.g23172
OG0019297	Transcript_CBG30718.1	transcript_QX1410.15613.1	Transcript_F46C3.6.1	
OG0019298	Transcript_CBG17341.1	transcript_QX1410.15616.1		Cnig_chr_X.g23190
OG0019299	Transcript_CBG17342.1	transcript_QX1410.15617.1		Cnig_chr_X.g23191
OG0019300	Transcript_CBG27529.1	transcript_QX1410.15629.1		Cnig_chr_X.g23204
OG0019301	Transcript_CBG17404b.1	transcript_QX1410.15671.2		Cni-C34F6.1.3
OG0019302	Transcript_CBG27535.1	transcript_QX1410.15678.1		Cnig_chr_X.g23258
OG0019303	Transcript_CBG27536.1	transcript_QX1410.15686.1		Cnig_chr_X.g23262
OG0019304	Transcript_CBG17421.1	transcript_QX1410.15688.1		Cnig_chr_X.g23265
OG0019305	Transcript_CBG27541.1	transcript_QX1410.15702.1		Cnig_chr_X.g23277
OG0019306	Transcript_CBG27543.1	transcript_QX1410.15704.1		Cnig_chr_X.g23279
OG0019307	Transcript_CBG17441.1	transcript_QX1410.15706.1		Cnig_chr_X.g23281
OG0019308	Transcript_CBG27544.1	transcript_QX1410.15707.1		Cnig_chr_X.g23282
OG0019309	Transcript_CBG31082.1, Transcript_CBG31082.2, Transcript_CBG31082.3			
OG0019310	Transcript_CBG17529a.1, Transcript_CBG17529b.1	transcript_QX1410.15743.1		
OG0019311	Transcript_CBG17534.1	transcript_QX1410.15750.1, transcript_QX1410.15750.2		
OG0019312	Transcript_CBG27562.1	transcript_QX1410.15780.1		Cnig_chr_X.g23365
OG0019313	Transcript_CBG17574.1	transcript_QX1410.15787.1		Cnig_chr_X.g23374
OG0019314	Transcript_CBG31265.1		Transcript_F31B12.3.1	Cnig_chr_X.g23379
OG0019315	Transcript_CBG27567.1	transcript_QX1410.15801.1		Cnig_chr_X.g23392
OG0019316	Transcript_CBG27568.1	transcript_QX1410.15802.1		Cnig_chr_X.g23393
OG0019317	Transcript_CBG17601.1	transcript_QX1410.15805.1		Cnig_chr_X.g23400
OG0019318	Transcript_CBG04527.1	transcript_QX1410.15831.1		Cnig_chr_X.g23441
OG0019319	Transcript_CBG27580.1	transcript_QX1410.15851.1		Cnig_chr_X.g23467.3
OG0019320	Transcript_CBG04475.1	transcript_QX1410.15870.1		Cnig_chr_X.g23488
OG0019321	Transcript_CBG17249.1	transcript_QX1410.15894.1		Cnig_chr_X.g23516
OG0019322	Transcript_CBG17242.1	transcript_QX1410.15901.1		Cnig_chr_X.g23567
OG0019323	Transcript_CBG27594.1	transcript_QX1410.15923.1		Cnig_chr_X.g23596
OG0019324	Transcript_CBG27595.1	transcript_QX1410.15924.1		Cnig_chr_X.g23598
OG0019325	Transcript_CBG27596.1	transcript_QX1410.15925.1		Cnig_chr_X.g23600
OG0019326	Transcript_CBG17180.1	transcript_QX1410.15954.1		Cnig_chr_X.g23630
OG0019327	Transcript_CBG17172a.1	transcript_QX1410.15960.2	Transcript_F21A10.1a.1	
OG0019328	Transcript_CBG27601.1	transcript_QX1410.15977.1		nigoni.pc_2016.07.11_024.g28500
OG0019329	Transcript_CBG27605.1	transcript_QX1410.15992.1		nigoni.pc_2016.07.11_012.g27689
OG0019330	Transcript_CBG30818.1	transcript_QX1410.16043.1, transcript_QX1410.16047.1		
OG0019331	Transcript_CBG26803a.1, Transcript_CBG26803a.2, Transcript_CBG26803a.3			
OG0019332	Transcript_CBG11814.1	transcript_QX1410.16029.1		nigoni.pc_2016.07.11_011.g27535
OG0019333	Transcript_CBG30726.1			nigoni.pc_2016.07.11_009.g27383, nigoni.pc_2016.07.11_019.g28228
OG0019334	Transcript_CBG26813.1	transcript_QX1410.16003.1, transcript_QX1410.16003.2		
OG0019335	Transcript_CBG14000.1	transcript_QX1410.16067.1		nigoni.pc_2016.07.11_012.g27688
OG0019336	Transcript_CBG14008.1	transcript_QX1410.16074.1		nigoni.pc_2016.07.11_012.g27662
OG0019337	Transcript_CBG14034.1	transcript_QX1410.16109.1		Cnig_chr_X.g23685
OG0019338	Transcript_CBG27616.1	transcript_QX1410.16157.1		Cnig_chr_X.g23734
OG0019339	Transcript_CBG27617.1	transcript_QX1410.16166.1		Cnig_chr_X.g23744
OG0019340	Transcript_CBG27619.1	transcript_QX1410.16180.1		Cnig_chr_X.g23760.1
OG0019341	Transcript_CBG27622.1	transcript_QX1410.16192.1		Cnig_chr_X.g23778
OG0019342	Transcript_CBG27623.1	transcript_QX1410.16193.1		Cnig_chr_X.g23779
OG0019343	Transcript_CBG27626.1	transcript_QX1410.16196.1		Cnig_chr_X.g23784
OG0019344	Transcript_CBG27627.1	transcript_QX1410.16201.1		Cnig_chr_X.g23788
OG0019345	Transcript_CBG27633.1	transcript_QX1410.16228.1		Cnig_chr_X.g23817
OG0019346	Transcript_CBG30728.1	transcript_QX1410.16242.1, transcript_QX1410.16242.3		
OG0019347	Transcript_CBG27637.1	transcript_QX1410.16244.1		Cnig_chr_X.g23836
OG0019348	Transcript_CBG27638.1	transcript_QX1410.16246.1		Cnig_chr_X.g23838
OG0019349	Transcript_CBG27639.1	transcript_QX1410.16247.1, transcript_QX1410.16247.2		
OG0019350	Transcript_CBG14214.1	transcript_QX1410.16281.1	Transcript_ZK813.5.1	
OG0019351	Transcript_CBG27642.1	transcript_QX1410.16282.1		Cnig_chr_X.g23873
OG0019352	Transcript_CBG14233c.1	transcript_QX1410.16298.2	Transcript_F56B6.2e.1	
OG0019353	Transcript_CBG27654.1	transcript_QX1410.16331.1		Cnig_chr_X.g23935
OG0019354	Transcript_CBG14263.1	transcript_QX1410.16332.1		Cnig_chr_X.g23936
OG0019355	Transcript_CBG14266.1	transcript_QX1410.16334.1		Cnig_chr_X.g23941
OG0019356	Transcript_CBG14284.1	transcript_QX1410.16349.1	Transcript_F47B7.1.1	
OG0019357	Transcript_CBG14301.1	transcript_QX1410.16362.1		Cnig_chr_X.g23973
OG0019358	Transcript_CBG14318.1	transcript_QX1410.11394.1, transcript_QX1410.16377.1		
OG0019359	Transcript_CBG14326.1	transcript_QX1410.16383.1		Cnig_chr_X.g23998
OG0019360	Transcript_CBG14367.1	transcript_QX1410.16415.1		Cnig_chr_X.g24036
OG0019361	Transcript_CBG14384.1		Transcript_C52B9.10.1	Cni-C52B9.10
OG0019362	Transcript_CBG14397.1	transcript_QX1410.16441.1		Cnig_chr_X.g24064
OG0019363	Transcript_CBG14398.1	transcript_QX1410.16442.1		Cnig_chr_X.g24065
OG0019364	Transcript_CBG27668.1	transcript_QX1410.16445.1		Cnig_chr_X.g24068
OG0019365	Transcript_CBG27669.1	transcript_QX1410.16446.1		Cnig_chr_X.g24069
OG0019366	Transcript_CBG30733.1	transcript_QX1410.16449.1		Cnig_chr_X.g24072
OG0019367	Transcript_CBG27672.1	transcript_QX1410.16452.1		Cnig_chr_X.g24075
OG0019368	Transcript_CBG27673.1	transcript_QX1410.16455.1		Cnig_chr_X.g24079
OG0019369	Transcript_CBG27676.1	transcript_QX1410.16459.1		Cnig_chr_X.g24082
OG0019370	Transcript_CBG30734.1	transcript_QX1410.16465.1		Cnig_chr_X.g24089
OG0019371	Transcript_CBG30737.1	transcript_QX1410.16135.1		nigoni.pc_2016.07.11_012.g27652
OG0019372	Transcript_CBG27686.1	transcript_QX1410.16136.1		Cnig_chr_X.g23710
OG0019373	Transcript_CBG14449.1	transcript_QX1410.16138.1		Cnig_chr_X.g23713
OG0019374	Transcript_CBG27688.1	transcript_QX1410.16471.1		Cnig_chr_X.g24096
OG0019375	Transcript_CBG14470.1	transcript_QX1410.16486.1		Cnig_chr_X.g24111
OG0019376	Transcript_CBG30740.1	transcript_QX1410.16495.1		Cnig_chr_X.g24122
OG0019377	Transcript_CBG27700.1	transcript_QX1410.16519.1		Cnig_chr_X.g24149
OG0019378	Transcript_CBG27715.1	transcript_QX1410.16600.1		Cnig_chr_X.g24231
OG0019379	Transcript_CBG27717.1	transcript_QX1410.16602.1		Cnig_chr_X.g24233
OG0019380	Transcript_CBG14615.1	transcript_QX1410.16613.1		Cnig_chr_X.g24244
OG0019381	Transcript_CBG14648.1	transcript_QX1410.16642.1		Cnig_chr_X.g24276
OG0019382	Transcript_CBG14661.1	transcript_QX1410.16653.1		Cnig_chr_X.g24288
OG0019383	Transcript_CBG14664.1	transcript_QX1410.16655.1		Cnig_chr_X.g24292
OG0019384	Transcript_CBG14673b.1	transcript_QX1410.16665.1	Transcript_F35C8.7b.1	
OG0019385	Transcript_CBG30744.1	transcript_QX1410.16702.1		Cnig_chr_X.g24341
OG0019386	Transcript_CBG14787.1	transcript_QX1410.16765.1		Cnig_chr_X.g24411
OG0019387	Transcript_CBG14809a.1			Cnig_chr_X.g24331.1, Cnig_chr_X.g24331.2
OG0019388	Transcript_CBG14827.1	transcript_QX1410.16784.1		Cnig_chr_X.g24436
OG0019389	Transcript_CBG14828.1	transcript_QX1410.16785.1		Cnig_chr_X.g24437.1
OG0019390	Transcript_CBG05009b.1	transcript_QX1410.16823.2	Transcript_C14F11.5b.1	
OG0019391	Transcript_CBG05013.1	transcript_QX1410.16828.1		Cnig_chr_X.g24479
OG0019392	Transcript_CBG05016.1	transcript_QX1410.16831.1		Cnig_chr_X.g24482
OG0019393	Transcript_CBG27755.1	transcript_QX1410.16833.1		Cnig_chr_X.g24484
OG0019394	Transcript_CBG27758.1	transcript_QX1410.16852.1		Cnig_chr_X.g24510
OG0019395	Transcript_CBG27760.1	transcript_QX1410.16856.1		Cnig_chr_X.g24514
OG0019396	Transcript_CBG05050.1	transcript_QX1410.16859.1		Cnig_chr_X.g24516
OG0019397	Transcript_CBG05057.1		Transcript_T22E5.5.1	Cnig_chr_X.g24523
OG0019398	Transcript_CBG27762.1	transcript_QX1410.16867.1		Cnig_chr_X.g24526
OG0019399	Transcript_CBG05066.1		Transcript_K10C2.5.1	Cni-grl-6
OG0019400	Transcript_CBG27763.1	transcript_QX1410.16878.1		Cnig_chr_X.g24538
OG0019401	Transcript_CBG27764.1	transcript_QX1410.16884.1		Cnig_chr_X.g24544
OG0019402	Transcript_CBG27766.1	transcript_QX1410.16915.1		Cnig_chr_X.g24577
OG0019403	Transcript_CBG27769.1	transcript_QX1410.16941.1		Cnig_chr_X.g24609
OG0019404	Transcript_CBG27770.1	transcript_QX1410.16942.1		Cnig_chr_X.g24610
OG0019405	Transcript_CBG10913.1	transcript_QX1410.16962.1		Cnig_chr_X.g24633
OG0019406	Transcript_CBG10922.1	transcript_QX1410.16970.1		Cni-F41C6.6
OG0019407	Transcript_CBG10928.1		Transcript_F14B8.2.1	Cni-sid-5
OG0019408	Transcript_CBG27775.1	transcript_QX1410.17001.1		Cnig_chr_X.g24676
OG0019409	Transcript_CBG27777.1	transcript_QX1410.17004.1		Cnig_chr_X.g24678
OG0019410	Transcript_CBG30805.1	transcript_QX1410.17005.1		Cnig_chr_X.g24679
OG0019411	Transcript_CBG10973.1	transcript_QX1410.17009.1		Cnig_chr_X.g24684
OG0019412	Transcript_CBG10989.1	transcript_QX1410.17023.1		Cnig_chr_X.g24699
OG0019413	Transcript_CBG27783.1	transcript_QX1410.17026.1		Cnig_chr_X.g24704
OG0019414	Transcript_CBG27790.1	transcript_QX1410.17047.1		Cnig_chr_X.g24725
OG0019415	Transcript_CBG27792.1	transcript_QX1410.17048.1		Cni-T08A9.13
OG0019416	Transcript_CBG27796.1			Cnig_chr_X.g24740.1, Cnig_chr_X.g24740.2
OG0019417	Transcript_CBG27797.1	transcript_QX1410.17059.1		Cnig_chr_X.g24742
OG0019418	Transcript_CBG27798.1	transcript_QX1410.17061.1		Cnig_chr_X.g24743
OG0019419	Transcript_CBG27802.1	transcript_QX1410.17067.1		Cnig_chr_X.g24752.1
OG0019420	Transcript_CBG11048.1	transcript_QX1410.17079.1		Cnig_chr_X.g24761
OG0019421	Transcript_CBG27807.1	transcript_QX1410.17109.1		Cnig_chr_X.g24793
OG0019422	Transcript_CBG27809.1	transcript_QX1410.17111.1		Cnig_chr_X.g24795
OG0019423	Transcript_CBG27810.1	transcript_QX1410.17112.1		Cnig_chr_X.g24796
